cuisine,recipe,ingredients
Chinese,Oyster sauce chicken with Chinese leaf,"['chicken thighs', 'salt', 'white pepper', 'oyster sauce', 'cornflour', 'rapeseed oil', 'garlic', 'ginger', 'chilli', 'dry sherry', 'vegetable stock', 'soy sauce', 'sesame oil', 'spring onions', 'green beans', 'jasmine rice']"
Chinese,Pan-fried fish in spicy tomato sauce,"['white fish', 'salt', 'pepper', 'plain flour', 'olive oil', 'garlic', 'shallots', 'dry sherry', 'soy sauce', 'chilli', 'sugar', 'basil']"
Chinese,Peking-style duck with udon noodle soup,"['five-spice powder', 'sesame oil', 'hoisin sauce', 'brown sugar', 'soy sauce', 'duck', 'chicken stock', 'shiitake mushrooms', 'soy sauce', 'rice wine', 'rice vinegar', 'noodles', 'spring onions', 'coriander', 'black pepper']"
Chinese,Peking-style vegetable dumplings,"['vegetable oil', 'spinach', 'pak choi', 'shiitake mushrooms', 'red onion', 'bamboo shoots', 'beansprouts', 'fresh coriander', 'chilli', 'black pepper', 'egg', 'cornflour', 'vegetable oil']"
Chinese,Vegetarian spring rolls,"['oil', 'ginger', 'shiitake mushrooms', 'bamboo shoots', 'water chestnuts', 'soy sauce', 'five-spice powder', 'beansprouts', 'cavolo nero', 'spring onions', 'carrot', 'oyster sauce', 'oyster sauce', 'sesame oil', 'sea salt', 'white pepper', 'spring roll wrappers', 'egg', 'peanut oil']"
Chinese,Pineapple pork,"['pork fillet', 'garlic', 'fresh coriander', 'soy sauce', 'sugar', 'pineapple', 'soy sauce', 'dry sherry', 'sesame oil', 'cornflour', 'fresh coriander']"
Chinese,Pineapple chicken with guo bao rice,"['ginger', 'sushi rice', 'chicken stock', 'rice wine', 'five-spice powder', 'white pepper', 'goji berries', 'sea salt', 'chicken thighs', 'cornflour', 'rapeseed oil', 'dried chillies', 'pineapple', 'pepper', 'spring onion', 'cashew', 'fresh coriander', 'pineapple juice', 'soy sauce', 'cornflour', 'lime', 'honey', 'Sriracha']"
Chinese,Pineapple rice,"['rice', 'peanut oil', 'soy sauce', 'black pepper', 'ginger', 'spring onions', 'sesame oil', 'pineapple']"
Chinese,Pork and prawn dumplings,"['pork', 'prawns', 'spring onion', 'ginger', 'soy sauce', 'dry sherry', 'sesame oil', 'cornflour', 'black pepper', 'goji berries', 'chilli sauce', 'soy sauce']"
Chinese,Pork in black bean sauce,"['pork', 'dry sherry', 'soy sauce', 'sesame oil', 'cornflour', 'beans', 'garlic', 'spring onions', 'shallots', 'soy sauce', 'sugar', 'chicken stock', 'sesame oil']"
Chinese,Chinese potsticker dumplings,"['plain flour', 'pork mince', 'Chinese cabbage', 'ginger', 'dry sherry', 'soy sauce', 'soy sauce', 'salt', 'black pepper', 'spring onions', 'sesame oil', 'sugar', 'chicken stock', 'soy sauce', 'rice vinegar', 'chilli oil']"
Chinese,Pork and Chinese chive dumplings with Sichuan chilli oil and black vinegar mayonnaise,"['pork mince', 'ginger', 'garlic', 'spring onion', 'soy sauce', 'fish sauce', 'black pepper', 'salt', 'chives', 'vegetable oil', 'cumin', 'chilli powder', 'Sichuan peppercorns', 'chilli', 'five-spice powder', 'sesame seeds', 'vegetable oil', 'ginger', 'star anise', 'bay leaves', 'mayonnaise', 'vinegar', 'chilli', 'curry leaves', 'coriander']"
Chinese,Pork and potato hash with oyster mushrooms,"['jasmine rice', 'chicken stock', 'oyster mushrooms', 'olive oil', 'sea salt', 'black pepper', 'dried chilli', 'sunflower oil', 'potatoes', 'rapeseed oil', 'garlic', 'onion', 'pork mince', 'dry sherry', 'oyster sauce', 'soy sauce', 'Worcestershire sauce', 'soy sauce', 'white pepper', 'black pepper', 'spring onions', 'rapeseed oil', 'eggs', 'salt', 'white pepper', 'red cabbage', 'lemon juice', 'salt', 'black pepper', 'olive oil']"
Chinese,Pork chow mein,"['pork fillet', 'five-spice powder', 'sea salt', 'black pepper', 'noodles', 'sunflower oil', 'brown sugar', 'cornflour', 'soy sauce', 'dry sherry', 'pepper', 'carrot', 'ginger', 'garlic', 'spring onions', 'peas', 'water chestnuts', 'prawn crackers']"
Chinese,Pork potsticker dumplings with fried eggs and crispy chilli oil,"['chicken stock', 'ginger', 'onions', 'gelatine', 'gelatine', 'pork mince', 'chicken stock', 'soy sauce', 'sesame oil', 'rice wine', 'sugar', 'salt', 'pepper', 'chives', 'eggs', 'chilli oil', 'sesame seeds', 'spring onion', 'onions', 'sesame oil']"
Chinese,Prawn and spring onion siu mai,"['prawns', 'spring onions', 'sesame oil', 'soy sauce']"
Chinese,Prawn and crab dim sum,"['prawns', 'crabmeat', 'ginger', 'garlic', 'orange', 'water chestnuts', 'cornflour', 'black pepper', 'carrot', 'spring onions', 'vegetable oil', 'soy sauce']"
Chinese,Prawn balls,"['prawns', 'oyster sauce', 'oil', 'sesame oil', 'sea salt', 'ginger', 'bamboo shoots', 'sesame seeds', 'oil', 'soy sauce']"
Chinese,Prawn laksa with rice noodles and crispy prawns,"['coriander', 'cumin', 'turmeric', 'onions', 'coconut milk', 'ginger', 'cloves', 'lemongrass', 'chillies', 'prawns', 'vegetable oil', 'coconut milk', 'chicken stock', 'lime leaves', 'brown sugar', 'fish sauce', 'sea salt', 'black pepper', 'potato', 'rice noodles', 'lime', 'beansprouts', 'spring onion', 'salt', 'coriander', 'lime']"
Chinese,Quick hot and sour noodle soup,"['ginger', 'shiitake mushrooms', 'chilli', 'dry sherry', 'vegetable stock', 'bamboo shoots', 'soy sauce', 'soy sauce', 'balsamic vinegar', 'white pepper', 'cornflour', 'noodles', 'beansprouts', 'sweetcorn', 'spring onion', 'chicken']"
Chinese,Vegetable noodle stir-fry,"['soy sauce', 'vegetable stock', 'limes', 'garlic', 'ginger', 'cornflour', 'vegetable oil', 'red onion', 'shiitake mushrooms', 'pepper', 'chilli', 'fresh coriander', 'asparagus', 'noodles', 'fresh coriander']"
Chinese,Orange chicken stir-fry,"['chicken breasts', 'soy sauce', 'dry sherry', 'cornflour', 'salt', 'white pepper', 'orange', 'lemon', 'sesame oil', 'fresh coriander', 'long-grain rice', 'peanut oil', 'garlic', 'salt', 'bok choi']"
Chinese,Radish and sesame soy noodle salad,"['cucumber', 'black sesame seeds', 'fresh coriander', 'soy sauce', 'sesame oil', 'balsamic vinegar']"
Chinese,Red-cooked pork belly,"['pork belly', 'sugar', 'chicken stock', 'star anise', 'cassia bark', 'ginger', 'dry sherry', 'soy sauce', 'black pepper', 'spring onions']"
Chinese,Red braised pork belly (Hong Shao Rou),"['pork belly', 'ginger', 'dry sherry', 'star anise', 'Sichuan peppercorns', 'chillies', 'chicken stock', 'soy sauce', 'brown sugar', 'jasmine rice']"
Chinese,Crispy roast pork belly with egg fried rice,"['pork belly', 'sea salt', 'Sichuan peppercorns', 'white pepper', 'five-spice powder', 'caster sugar', 'long-grain rice', 'eggs', 'sesame oil', 'salt', 'vegetable oil', 'black pepper', 'spring onions']"
Chinese,Easy vegetable stir-fry,"['sunflower oil', 'spring onions', 'garlic', 'ginger', 'carrot', 'pepper', 'sweetcorn', 'courgette', 'sugar-snap peas', 'hoisin sauce', 'soy sauce']"
Chinese,Salt and pepper chicken,"['cornflour', 'five-spice powder', 'black pepper', 'vegetable oil', 'chicken thighs', 'spring onions', 'chilli', 'garlic']"
Chinese,"Squid and prawn stir fry, with chilli and ginger","['rapeseed oil', 'prawns', 'squid', 'squid', 'garlic', 'courgette', 'bok choi', 'chillies', 'carrot', 'stem ginger', 'soy sauce', 'sesame oil', 'lemon']"
Chinese,Scented jasmine rice,"['jasmine rice', 'spring onions', 'fresh coriander', 'soy sauce', 'sesame oil']"
Chinese,Short rib bao burger and spicy cucumber salad,"['beef', 'oil', 'soy sauce', 'brown sugar', 'sesame oil', 'spring onions', 'star anise', 'dried chilli', 'cardamom', 'black cardamom', 'cloves', 'honey', 'rice wine', 'nut', 'yeast', 'plain flour', 'white bread', 'caster sugar', 'baking powder', 'black sesame seeds', 'white wine vinegar', 'sea salt', 'caster sugar', 'pink peppercorns', 'carrots', 'watermelon', 'rice vinegar', 'rice vinegar', 'soy sauce', 'chilli oil', 'sesame oil', 'caster sugar', 'cucumbers', 'cucumber', 'sesame seeds', 'fresh coriander', 'peanuts', 'chives']"
Chinese,Sichuan orange beef,"['dry sherry', 'soy sauce', 'honey', 'orange juice', 'white pepper', 'shiitake mushrooms', 'salad leaves', 'orange', 'spring onion']"
Chinese,Sichuan pepper beef stir-fry,"['dry sherry', 'Sichuan pepper', 'soy sauce', 'five-spice powder', 'garlic', 'sirloin', 'chilli', 'onion', 'broccoli', 'mangetout', 'carrots', 'sweetcorn', 'vegetable stock', 'soy sauce', 'cornflour', 'spring onion', 'white pepper', 'jasmine rice']"
Chinese,Sichuan beef with fennel steamed bao buns and quick pickles,"['carrot', 'daikon', 'rice vinegar', 'mirin', 'sea salt', 'caster sugar', 'plain flour', 'sugar', 'salt', 'yeast', 'fennel seeds', 'oil', 'brisket', 'salt', 'white pepper', 'potato', 'nut', 'garlic', 'ginger', 'chilli', 'shallots', 'onion', 'five-spice powder', 'carrots', 'tomatoes', 'stock', 'chilli', 'sriracha', 'brown sugar', 'fresh coriander', 'spring onions']"
Chinese,Sichuan chilli chicken,"['rice wine', 'cornflour', 'chicken breast', 'vegetable oil', 'dried chillies', 'Sichuan peppercorns', 'celery', 'garlic', 'ginger', 'spring onions', 'chilli', 'chilli powder', 'chicken stock', 'salt', 'parsley', 'noodles']"
Chinese,Sichuan fried chicken,"['chicken thighs', 'buttermilk', 'oil', 'chillies', 'Sichuan peppercorns', 'sea salt', 'plain flour', 'smoked paprika', 'chilli powder', 'five-spice powder', 'Tabasco', 'soured cream']"
Chinese,Simple sweet and sour chicken,"['vegetable oil', 'chicken breasts', 'pepper', 'pepper', 'ginger', 'garlic', 'water chestnuts', 'spring onions', 'pineapple', 'white pepper', 'brown sugar', 'rice vinegar', 'dry sherry', 'soy sauce', 'chicken stock', 'tomato purée', 'cornflour']"
Chinese,Singapore-style noodles,"['ginger', 'chilli', 'shiitake mushrooms', 'turmeric', 'bacon', 'pepper', 'carrot', 'beansprouts', 'rice noodles', 'dried chillies', 'soy sauce', 'oyster sauce', 'rice vinegar', 'egg', 'sesame oil', 'spring onions']"
Chinese,Singapore rice noodles,"['rice noodles', 'mushrooms', 'peas', 'eggs', 'sesame oil', 'salt', 'white pepper', 'garlic', 'ginger', 'chillies', 'water chestnuts', 'ham', 'spring onions', 'prawns', 'fresh coriander', 'soy sauce', 'curry paste', 'dry sherry', 'sugar', 'salt', 'black pepper', 'coconut milk']"
Chinese,Sichuan-style sea bass with wok-fried vegetables,"['vegetable oil', 'garlic', 'ginger', 'chillies', 'spring onions', 'soy sauce', 'rice wine', 'chicken stock', 'sesame oil', 'sea bass', 'vegetable oil', 'spring onions', 'mangetout', 'bok choi', 'soy sauce', 'sesame oil']"
Chinese,Sizzling rice prawns with curried celery,"['rice', 'prawns', 'ginger', 'garlic', 'spring onions', 'pepper', 'rice vinegar', 'soy sauce', 'soy sauce', 'chilli', 'tomato purée', 'dry sherry', 'sugar', 'chicken stock', 'cornflour', 'sesame oil', 'celery', 'garlic', 'ginger', 'curry powder', 'soy sauce', 'sugar', 'salt', 'black pepper', 'spring onions', 'coriander']"
Chinese,Slow cooker beef hotpot,"['onion', 'carrots', 'sunflower oil', 'brisket', 'garlic', 'ginger', 'chilli', 'miso', 'soy sauce', 'beef stock', 'sesame oil', 'spring onions', 'beansprouts']"
Chinese,Soy chilli steamed scallops with carrot and spinach noodles,"['scallops', 'salt', 'white pepper', 'rice wine', 'spring onion', 'ginger', 'chilli', 'garlic', 'soy sauce', 'lemon juice', 'sesame oil', 'rapeseed oil', 'garlic', 'chilli', 'carrots', 'white cabbage', 'spinach', 'rice noodles', 'spring onion', 'miso', 'soy sauce', 'sesame oil', 'sugar']"
Chinese,Special fried rice,"['vegetable oil', 'sesame oil', 'garlic', 'ginger', 'eggs', 'rice', 'spring onions', 'peas', 'ham', 'chicken', 'pepper']"
Chinese,Spiced beef stir fry wraps,"['beef', 'dry sherry', 'soy sauce', 'salt', 'fresh coriander', 'spring onion', 'wasabi', 'mayonnaise', 'caster sugar', 'cumin', 'dried chilli', 'black pepper', 'salt', 'flour tortilla']"
Chinese,Spiced skewered lamb,"['lamb', 'olive oil', 'cumin', 'fennel seeds', 'dried chilli', 'paprika', 'salt', 'soy sauce', 'vegetable oil', 'dry sherry']"
Chinese,Spiced pork belly parcels,"['Chinese mushrooms', 'pork belly', 'soy sauce', 'soy sauce', 'five-spice powder', 'star anise', 'white pepper', 'chicken stock', 'peanut oil', 'rice', 'garlic', 'ginger', 'shallots', 'peanuts', 'soy sauce', 'five-spice powder', 'sesame oil', 'shallots', 'mirin', 'rice vinegar', 'brown sugar', 'salt', 'soy sauce', 'chilli', 'oyster sauce', 'egg yolks', 'chilli', 'spring onion', 'radish', 'coriander', 'chives']"
Chinese,Spiced fried beef ribs with sticky chilli chicken and egg-fried rice,"['star anise', 'parsley', 'onion', 'carrot', 'chilli', 'sea salt', 'black peppercorns', 'cloves', 'spring onions', 'vegetable oil', 'chicken wings', 'rice wine', 'caster sugar', 'soy sauce', 'dried chilli', 'ginger', 'eggs', 'sesame oil', 'nut', 'basmati rice', 'black pepper', 'spring onions', 'coriander']"
Chinese,Spicy hotpot,"['chillies', 'chillies', 'Sichuan peppercorns', 'chilli', 'chilli sauce', 'vegetable stock', 'star anise', 'Chinese mushrooms', 'peel', 'spring onion', 'chilli oil', 'ginger', 'fish', 'Chinese cabbage', 'tofu', 'tofu', 'balsamic vinegar', 'soy sauce', 'chilli', 'egg', 'barbecue sauce', 'soy sauce', 'fresh coriander', 'spring onion', 'lamb fillet', 'prawns', 'tofu', 'mushrooms', 'sweetcorn']"
Chinese,Spicy stir-fried mushrooms,"['garlic', 'ginger', 'spring onion', 'mushrooms', 'chilli sauce', 'dry sherry', 'salt', 'pepper', 'chicken stock', 'sugar', 'sesame oil']"
Chinese,Spicy tofu and edamame beans,"['tofu', 'soy sauce', 'soy sauce', 'balsamic vinegar', 'dried chilli', 'chilli', 'soy sauce', 'balsamic vinegar', 'fresh coriander']"
Chinese,"Spicy pork, rice and greens","['basmati rice', 'hoisin sauce', 'garlic', 'ginger', 'chilli', 'star anise', 'tomato purée', 'pork fillet', 'red onion', 'spring greens', 'carrot', 'sesame seeds']"
Chinese,Spicy Sichuan (dan dan) noodles ,"['pork mince', 'soy sauce', 'salt', 'vegetable oil', 'garlic', 'ginger', 'spring onions', 'peanut butter', 'soy sauce', 'chilli oil', 'chicken stock', 'noodles', 'noodles', 'Sichuan peppercorns', 'chilli', 'coriander']"
Chinese,Steamed Cantonese-style fish with spicy noodles,"['fish', 'fish', 'salt', 'salt', 'ginger', 'spring onions', 'soy sauce', 'soy sauce', 'sesame oil', 'fresh coriander', 'garlic', 'spring onions', 'soy sauce', 'soy sauce', 'chilli oil', 'vinegar', 'vinegar']"
Chinese,Steamed ginger fish served with egg-fried rice,"['white fish', 'salt', 'ginger', 'orange', 'lemon', 'spring onions', 'soy sauce', 'basil', 'olive oil', 'eggs', 'sesame oil', 'salt', 'black pepper', 'spring onions']"
Chinese,Steamed mussels,"['mussels', 'garlic', 'ginger', 'chilli', 'dry sherry', 'soy sauce', 'soy sauce', 'chillies', 'spring onions', 'peanut oil', 'fresh coriander']"
Chinese,Steamed sea bass in hot beer and ginger lime sauce,"['ginger', 'spring onion', 'sea bass', 'dry sherry', 'ginger', 'zest', 'dry sherry', 'beer', 'beer', 'soy sauce', 'spring onion', 'fresh coriander', 'basmati rice']"
Chinese,Steamed bao buns with spicy cauliflower,"['plain flour', 'caster sugar', 'salt', 'yeast', 'baking powder', 'milk', 'sesame oil', 'cauliflower', 'ginger', 'garlic', 'chilli', 'tamari', 'brown sugar', 'salt', 'mayonnaise', 'carrot', 'spring onion', 'sesame seeds']"
Chinese,Steamed fish Cantonese style with braised Sichuan-style spicy bean curd,"['lemon sole', 'salt', 'ginger', 'spring onions', 'soy sauce', 'sesame oil', 'soy sauce', 'salt', 'chilli', 'stock', 'tofu', 'garlic', 'cornflour', 'coriander', 'Sichuan peppercorns']"
Chinese,Steamed pork and prawn dumplings,"['chicken stock', 'prawn', 'garlic', 'chilli', 'garlic', 'prawns', 'pork mince', 'garlic', 'chilli', 'ginger', 'sesame oil', 'shiitake mushrooms', 'cornflour', 'spring onions', 'chives', 'soy sauce', 'vinegar']"
Chinese,Steamed salmon with black beans and Sichuan dumplings in spicy sauce,"['mushrooms', 'pork mince', 'spring onions', 'egg white', 'cornflour', 'salt', 'black pepper', 'sesame oil', 'garlic', 'Sichuan peppercorns', 'soy sauce', 'sugar', 'chicken stock', 'salmon', 'salt', 'black beans', 'garlic', 'ginger', 'dry sherry', 'soy sauce', 'white pepper', 'soy sauce', 'spring onions', 'fresh coriander', 'vegetable oil']"
Chinese,Sticky belly pork and rice wrapped in lotus leaves,"['rice', 'peanut oil', 'ginger', 'shallots', 'shiitake mushrooms', 'pork belly', 'five-spice powder', 'rice wine', 'rice', 'soy sauce', 'sesame oil', 'sea salt', 'white pepper', 'garlic', 'ginger', 'chilli', 'pak choi', 'rice wine', 'soy sauce', 'sesame oil', 'rice vinegar', 'rice vinegar', 'spring onions']"
Chinese,Stir-fried orange beef with egg-fried rice,"['long-grain rice', 'eggs', 'sesame oil', 'salt', 'vegetable oil', 'black pepper', 'spring onions', 'fillet of beef', 'soy sauce', 'rice wine', 'ginger', 'cornflour', 'sesame oil']"
Chinese,Lighter stir-fried beef with broccoli and sweetcorn,"['beef', 'sesame oil', 'garlic', 'ginger', 'chilli', 'broccoli', 'sweetcorn', 'beef stock', 'noodles', 'soy sauce', 'spring onion']"
Chinese,Beef stir-fry,"['fillet of beef', 'soy sauce', 'dry sherry', 'cornflour', 'onion', 'oyster sauce', 'mint', 'noodles', 'beans', 'spring onions', 'garlic', 'ginger', 'carrots', 'pak choi', 'dry sherry', 'chilli', 'soy sauce', 'soy sauce', 'salt', 'black pepper', 'sesame oil', 'spring onions']"
Chinese,Stir-fried cabbage with garlic,"['Chinese cabbage', 'garlic', 'salt', 'olive oil', 'black pepper']"
Chinese,Chicken with black bean sauce,"['sunflower oil', 'red onion', 'peppers', 'garlic', 'chillies', 'chicken breasts', 'spring onions', 'cornflour', 'dry sherry', 'fresh coriander']"
Chinese,Stir-fried salmon with lemon and basmati rice,"['salmon', 'salt', 'ginger', 'sugar', 'lemon', 'lemon', 'sesame oil', 'black pepper', 'basmati rice']"
Chinese,Stir-fried vegetable wraps,"['eggs', 'garlic', 'ginger', 'beansprouts', 'pepper', 'pepper', 'sweetcorn', 'shiitake mushrooms', 'soy sauce', 'sesame oil', 'white pepper', 'red cabbage']"
Chinese,Stir-fry duck noodles,"['duck', 'duck', 'spring onions', 'celery', 'chilli', 'vegetable oil', 'ginger', 'garlic', 'noodles', 'dry sherry', 'hoisin sauce', 'oyster sauce', 'soy sauce', 'sugar']"
Chinese,Stir-fried chicken and broccoli with noodles,"['chicken', 'soy sauce', 'black pepper', 'purple sprouting broccoli', 'vegetable oil', 'onion', 'garlic', 'ginger', 'pepper', 'dry sherry', 'sesame oil', 'soy sauce', 'chilli', 'cornflour', 'sesame seeds', 'rice noodles', 'sesame oil', 'spring onions']"
Chinese,Easy sweet and sour pork,"['peanuts', 'black pepper', 'dried chillies', 'pork loin', 'pineapple', 'lime juice', 'soy sauce', 'dry sherry', 'rice', 'Chinese cabbage']"
Chinese,Sweet and sour pork buns,"['soy sauce', 'balsamic vinegar', 'brown sugar', 'honey', 'salt', 'white pepper', 'pork fillet', 'red onions', 'balsamic vinegar', 'brown sugar', 'buns', 'salad leaves', 'tomatoes']"
Chinese,Sweet and tangy chilli beef,"['soy sauce', 'lemon juice', 'orange juice', 'caster sugar', 'honey', 'cucumber', 'chilli', 'beef', 'dry sherry', 'dried chilli', 'soy sauce', 'white pepper', 'spinach', 'pak choi', 'mango']"
Chinese,Sweetcorn mapo tofu,"['peanut oil', 'garlic', 'ginger', 'chilli', 'black beans', 'chilli', 'sweetcorn', 'tofu', 'dry sherry', 'soy sauce', 'rice vinegar', 'vegetable stock', 'chilli oil', 'cornflour', 'Sichuan peppercorns', 'spring onion', 'sesame seeds', 'coriander', 'jasmine rice']"
